"route_short_name";"direction_id";"trip_headsign";"num_stops";"total_trips";"trips_peak_am";"trips_midday";"trips_peak_pm"
"405";1;"405 Brighouse Station";1;5;0.0;0.0;0.0
"405";1;"405 Five Road";2;16;0.0;5.0;2.0
"405";1;"405 Five Road via Vulcan";1;13;0.0;0.0;4.0
"406";0;"406 Railway Ave/To Brighouse Station";1;84;0.0;12.0;13.0
"406";1;"406 Railway Ave/To Steveston";1;86;0.0;12.0;15.0
"407";0;"407 Bridgeport";1;19;0.0;3.0;1.0
"407";0;"407 Bridgeport via Vulcan";1;13;0.0;0.0;6.0
"407";0;"407 Bridgeport via Vulcan & Knox Way";1;7;0.0;1.0;0.0
"407";0;"407 Lansdowne Station";1;6;0.0;3.0;0.0
"407";1;"407 Gilbert";2;26;0.0;5.0;2.0
"407";1;"407 Gilbert via Vulcan";1;15;0.0;0.0;5.0
"407";1;"407 Gilbert via Vulcan & Knox Way";1;5;0.0;1.0;1.0
"408";0;"408 Garden City/To Ironwood";1;61;0.0;12.0;13.0
"408";0;"408 Garden City/To Riverport";1;15;0.0;0.0;3.0
"408";1;"408 Garden City/To Brighouse Station";2;76;0.0;12.0;14.0
"410";0;"410 22nd St Station";2;50;0.0;13.0;0.0
"410";0;"410 22nd St Station via Fraserwood";1;54;0.0;0.0;18.0
"410";1;"410 Brighouse Station";2;51;0.0;14.0;1.0
"410";1;"410 Brighouse Station via Fraserwood";1;48;0.0;0.0;14.0
"412";0;"412 Bridgeport Station";1;36;0.0;5.0;9.0
"412";1;"412 Sea Island South";1;35;0.0;5.0;8.0
"413";0;"413 Riverport";1;18;0.0;4.0;5.0
"413";1;"413 Steveston";1;18;0.0;4.0;5.0
"414";0;"414 Brighouse Station";1;24;0.0;6.0;6.0
"414";1;"414 Richmond Oval";2;24;0.0;6.0;6.0
"416";0;"416 East Cambie";1;14;0.0;0.0;5.0
"416";1;"416 Brighouse Station";1;14;0.0;0.0;5.0
"418";0;"418 22nd St Station";2;30;0.0;0.0;9.0
"418";1;"418 Kingswood";2;27;0.0;0.0;8.0
"418";1;"418 To Gifford";1;2;0.0;0.0;1.0
"430";0;"430 Metrotown Station";1;67;0.0;9.0;12.0
"430";1;"430 Brighouse Station";1;67;0.0;9.0;14.0
"501";0;"501 Surrey Central Station";1;54;0.0;8.0;9.0
"501";1;"501 Langley Centre";1;62;0.0;10.0;10.0
"502";0;"502 Langley Centre";1;88;0.0;12.0;15.0
"502";1;"502 Surrey Central Station";2;89;0.0;12.0;14.0
"503";0;"503 Fraser Hwy Exp/Aldergrove";2;69;0.0;8.0;18.0
"503";0;"503 Fraser Hwy Exp/Langley Centre";1;27;0.0;6.0;1.0
"503";1;"503 Fraser Hwy Exp/Surrey Central Station";2;103;0.0;12.0;16.0
"503";1;"503 Fraser Hwy Exp/To Langley Centre";1;3;0.0;0.0;2.0
"509";0;"509 Carvolth Exchange";1;1;0.0;0.0;0.0
"509";0;"509 Walnut Grove";1;6;0.0;0.0;6.0
"509";0;"562 Langley Centre";1;1;0.0;0.0;0.0
"509";1;"509 Surrey Central Station";1;7;0.0;0.0;0.0
"509";1;"562 Walnut Grove";1;2;0.0;0.0;0.0
"531";0;"531 Langley Centre";1;2;0.0;0.0;0.0
"531";0;"531 Willowbrook";1;45;0.0;7.0;9.0
"531";1;"531 White Rock Centre";1;47;0.0;6.0;9.0
"555";0;"555 Port Mann Exp/To Carvolth Exchange";1;67;0.0;9.0;17.0
"555";1;"555 Port Mann Exp/To Lougheed Station";1;68;0.0;9.0;15.0
"560";0;"560 Murrayville";1;18;0.0;3.0;3.0
"560";1;"560 Langley Centre";1;18;0.0;3.0;3.0
"561";0;"561 Brookswood";1;18;0.0;3.0;3.0
"561";1;"561 Langley Centre";1;18;0.0;3.0;3.0
"562";0;"562 Walnut Grove via TWU";1;42;0.0;9.0;7.0
"562";1;"562 Langley Centre via TWU";1;42;0.0;9.0;8.0
"563";0;"563 Langley Centre";1;22;0.0;3.0;3.0
"563";1;"563 Fernridge";1;18;0.0;3.0;3.0
"564";0;"564 Willowbrook";1;15;0.0;3.0;3.0
"564";1;"564 Langley Centre";1;15;0.0;3.0;3.0
"595";0;"595 Maple Meadows Station";1;24;0.0;6.0;1.0
"595";0;"595 Ridge Meadows";1;11;0.0;0.0;5.0
"595";1;"595 Langley Centre";2;37;0.0;5.0;7.0
"601";0;"601 Bridgeport Station";4;69;0.0;9.0;10.0
"601";0;"602 To Steveston Hwy";1;1;0.0;0.0;0.0
"601";1;"601 Boundary Bay";1;4;0.0;0.0;2.0
"601";1;"601 Ladner Exchange";1;4;0.0;0.0;4.0
"601";1;"601 South Delta";1;48;0.0;9.0;6.0
"601";1;"601 South Delta Exchange";1;3;0.0;0.0;0.0
"601";1;"602 Tsawwassen Heights";1;1;0.0;0.0;0.0
"602";0;"602 Bridgeport Station";1;8;0.0;0.0;0.0
"602";1;"602 Tsawwassen Heights";1;10;0.0;0.0;4.0
"603";0;"603 Bridgeport Station";1;5;0.0;0.0;0.0
"603";0;"603 South Delta Exchange";1;8;0.0;0.0;4.0
"603";1;"603 Beach Grove";2;13;0.0;0.0;5.0
"604";0;"604 Bridgeport Station";1;5;0.0;0.0;0.0
"604";0;"604 South Delta Exchange";1;7;0.0;0.0;5.0
"604";1;"604 English Bluff";2;12;0.0;0.0;6.0
"606";0;"606 Ladner Ring";1;5;0.0;0.0;4.0
"606";1;"606 Ladner Ring";1;5;0.0;0.0;4.0
"608";0;"608 Ladner Ring";1;6;0.0;0.0;0.0
"608";1;"608 Ladner Ring";1;6;0.0;0.0;0.0
"609";0;"609 Ladner Exchange via Tsawwassen First Nat";1;38;0.0;6.0;6.0
"609";1;"609 South Delta Exchange via Tsawwassen First Nat";1;39;0.0;6.0;6.0
"614";0;"614 South Delta Exchange";1;13;0.0;3.0;3.0
"614";1;"614 English Bluff";1;13;0.0;3.0;3.0
"616";0;"616 Ladner Exchange";1;23;0.0;6.0;6.0
"616";1;"616 Ladner South";1;23;0.0;6.0;6.0
"618";0;"618 Ladner North";1;23;0.0;6.0;6.0
"618";1;"618 Ladner Exchange";2;23;0.0;6.0;6.0
"619";0;"619 South Delta Exchange";1;13;0.0;3.0;3.0
"619";1;"619 Boundary Bay";1;13;0.0;3.0;3.0
"620";0;"620 Bridgeport Express";1;25;0.0;4.0;5.0
"620";1;"620 Tsawwassen Ferry Express";1;25;0.0;5.0;5.0
"640";0;"640 Scott Rd Station";3;40;0.0;6.0;5.0
"640";0;"640 Scott Rd Station via Industrial";1;62;0.0;9.0;11.0
"640";1;"640 Ladner Exchange via Industrial";1;62;0.0;10.0;10.0
"640";1;"640 Tilbury";1;21;0.0;1.0;2.0
"701";0;"701 Haney Place";1;16;0.0;5.0;0.0
"701";0;"701 Maple Ridge East";1;53;0.0;6.0;12.0
"701";0;"701 Mission City Station";1;4;0.0;1.0;0.0
"701";1;"701 Coquitlam Central Station";3;75;0.0;11.0;12.0
"719";0;"719 Meadowtown";1;28;0.0;5.0;5.0
"719";1;"719 Fraser Way";1;28;0.0;4.0;5.0
"722";0;"722 Meadowtown";1;28;0.0;5.0;5.0
"722";1;"722 Bonson";1;28;0.0;4.0;4.0
"733";0;"733 Rock Ridge";2;25;0.0;4.0;4.0
"733";1;"733 Haney Place";1;21;0.0;4.0;5.0
"733";1;"733 Port Haney Station";1;5;0.0;0.0;0.0
"741";0;"741 Anderson Creek";3;27;0.0;4.0;5.0
"741";1;"741 Haney Place";1;24;0.0;4.0;6.0
"741";1;"741 Port Haney Station";1;5;0.0;0.0;0.0
"743";0;"743 Haney Place";2;27;0.0;5.0;4.0
"743";1;"743 Meadowtown";1;26;0.0;5.0;4.0
"744";0;"744 Haney Place";1;26;0.0;4.0;5.0
"744";1;"744 Meadowtown";1;27;0.0;4.0;5.0
"745";0;"745 Cottonwood";1;26;0.0;4.0;4.0
"745";1;"745 Haney Place";1;26;0.0;4.0;8.0
"746";0;"746 Albion";1;13;0.0;4.0;0.0
"746";0;"746 Albion via Port Haney Station";1;12;0.0;0.0;7.0
"746";1;"746 Haney Place";1;13;0.0;3.0;1.0
"746";1;"746 Haney Place via Cottonwood";1;1;0.0;0.0;0.0
"746";1;"746 Haney Place via Port Haney Station";1;11;0.0;0.0;3.0
"748";0;"748 Thornhill";1;7;0.0;1.0;2.0
"748";1;"748 Haney Place";1;7;0.0;1.0;2.0
"749";0;"749 Ruskin";1;7;0.0;1.0;2.0
"749";1;"749 Haney Place";2;8;0.0;2.0;1.0
"791";0;"791 Haney Place";1;39;0.0;6.0;9.0
"791";0;"791 To Kingsway";1;3;0.0;0.0;0.0
"791";1;"791 Braid Station";1;40;0.0;6.0;8.0
"N10";0;"N10 Granville-YVR/To Downtown";1;6;0.0;0.0;0.0
"N10";0;"N10 To 71ST Ave";1;1;0.0;0.0;0.0
"N10";1;"N10 Granville-YVR/To Brighouse Station";1;6;0.0;0.0;0.0
"N15";0;"N15 Cambie/To Downtown";1;3;0.0;0.0;0.0
"N15";1;"N15 Cambie/To Marine Dr Station";1;3;0.0;0.0;0.0
"N17";0;"N17 Downtown NightBus";1;3;0.0;0.0;0.0
"N17";1;"N17 UBC NightBus";1;4;0.0;0.0;0.0
"N19";0;"N19 Kingsway/To New West Station";1;1;0.0;0.0;0.0
"N19";0;"N19 Kingsway/To Surrey Central Station";1;7;0.0;0.0;0.0
"N19";1;"N19 Kingsway/To Downtown";1;3;0.0;0.0;0.0
"N20";0;"N20 Victoria/To Downtown";1;8;0.0;0.0;0.0
"N20";1;"N20 Victoria/To Marine Dr Station";1;8;0.0;0.0;0.0
"N22";0;"N22 Macdonald/To Downtown";1;3;0.0;0.0;0.0
"N22";1;"N22 Macdonald/To Dunbar Loop";1;3;0.0;0.0;0.0
"N24";0;"N24 Lynn Valley NightBus";1;7;0.0;0.0;0.0
"N24";1;"N24 Downtown NightBus";2;2;0.0;0.0;0.0
"N35";0;"N35 Hastings St/To SFU Exchange";1;8;0.0;0.0;0.0
"N35";1;"N35 Hastings St/To Downtown";1;9;0.0;0.0;0.0
"N8";0;"N8 Fraser/To Marine Dr Station";1;8;0.0;0.0;0.0
"N8";1;"N8 Fraser/To Downtown";1;7;0.0;0.0;0.0
"N9";0;"N9 Coquitlam Central Station";1;2;0.0;0.0;0.0
"N9";0;"N9 Coquitlam Central Station ";1;10;0.0;0.0;0.0
"N9";1;"N9 Downtown";1;9;0.0;0.0;0.0
"R1";0;"R1 King George Blvd/To Guildford";1;118;0.0;15.0;22.0
"R1";1;"R1 King George Blvd/To Newton Exchange";2;114;0.0;16.0;23.0
"R2";0;"R2 Marine Drive/To Phibbs Exchange";1;94;0.0;12.0;17.0
"R2";1;"R2 Marine Drive/To Park Royal";1;95;0.0;12.0;16.0
"R3";0;"R3 Lougheed Hwy To Haney Place";1;91;0.0;12.0;16.0
"R3";1;"R3 Lougheed Hwy To Coquitlam Central Station";1;90;0.0;12.0;16.0
"R4";0;"R4 41st Avenue/To Joyce Station";1;193;0.0;24.0;43.0
"R4";1;"R4 41st Avenue/To UBC Exchange";1;191;0.0;22.0;35.0
"R5";0;"R5 Hastings St/To Kootenay Loop";2;21;0.0;2.0;4.0
"R5";0;"R5 Hastings St/To SFU Exchange";2;116;0.0;13.0;24.0
"R5";1;"R5 Hastings St/To Burrard Station";3;113;0.0;12.0;21.0
"R5";1;"R5 Hastings St/To Waterfront Station";1;8;0.0;1.0;1.0
"R6";0;"R6 Scott Road/To Scott Rd Station";1;130;0.0;17.0;22.0
"R6";1;"R6 Scott Road/To Newton Exchange";1;128;0.0;18.0;23.0
