"route_label";"direction_id";"stop_sequence";"stop_name";"stop_lat";"stop_lon"
"002";0;1;"Dunbar Loop @ Bay 2";49.234661;-123.185757
"002";0;2;"Eastbound W 41 Ave @ Collingwood St";49.234698;-123.181583
"002";0;3;"Eastbound W 41 Ave @ Blenheim St";49.234696;-123.178303
"002";0;4;"Eastbound W 41 Ave @ Carnarvon St";49.23467;-123.173495
"002";0;5;"Northbound Mackenzie St @ W 38 Ave";49.237919;-123.170182
"002";0;6;"Northbound Mackenzie St @ W 34 Ave";49.241643;-123.170163
"002";0;7;"Northbound Mackenzie St @ W 30 Ave";49.245547;-123.17011
"002";0;8;"Northbound Quesnel Dr @ W King Edward Ave";49.24951;-123.171667
"002";0;9;"Northbound Macdonald St @ W King Edward Ave";49.248517;-123.167771
"002";0;10;"Northbound Macdonald St @ Oliver Cres";49.249455;-123.167732
"002";0;11;"Northbound Macdonald St @ W 22 Ave";49.253089;-123.167687
"002";0;12;"Northbound Macdonald St @ W 16 Ave";49.258079;-123.168299
"002";0;13;"Northbound Macdonald St @ W 13 Ave";49.260303;-123.168238
"002";0;14;"Northbound Macdonald St @ W 12 Ave";49.261778;-123.168164
"002";0;15;"Northbound Macdonald St @ W 10 Ave";49.263469;-123.168097
"002";0;16;"Northbound Macdonald St @ W 7th Ave";49.266101;-123.168316
"002";0;17;"Northbound Macdonald St @ W 4th Ave";49.268721;-123.168221
"002";0;18;"Northbound Macdonald St @ W 2nd Ave";49.270491;-123.168159
"002";0;19;"Eastbound Cornwall Ave @ Trafalgar St";49.272658;-123.163937
"002";0;20;"Eastbound Cornwall Ave @ Balsam St";49.272582;-123.159332
"002";0;21;"Eastbound Cornwall Ave @ Yew St";49.272516;-123.154543
"002";0;22;"Eastbound Cornwall Ave @ Arbutus St";49.272471;-123.152226
"002";0;23;"Eastbound Cornwall Ave @ Cypress St";49.272368;-123.14734
"002";0;24;"Northbound Burrard St @ Pacific St";49.277226;-123.131783
"002";0;25;"Northbound Burrard St @ Davie St";49.278885;-123.129252
"002";0;26;"Northbound Burrard St @ Comox St";49.280741;-123.126502
"002";0;27;"Northbound Burrard St @ Smithe St";49.282359;-123.124019
"002";0;28;"Northbound Burrard St @ Robson St";49.283593;-123.12214
"002";0;29;"Burrard Station @ Bay 7";49.284688;-123.120503
"002";0;30;"Southbound Burrard St @ W Pender St";49.286063;-123.118847
"002";1;1;"Southbound Burrard St @ W Pender St";49.286063;-123.118847
"002";1;2;"Burrard Station @ Bay 1";49.285306;-123.119982
"002";1;3;"Southbound Burrard St @ Robson St";49.283087;-123.123336
"002";1;4;"Southbound Burrard St @ Barclay St";49.282068;-123.12488
"002";1;5;"Southbound Burrard St @ Nelson St";49.280981;-123.126516
"002";1;6;"Southbound Burrard St @ Davie St";49.278914;-123.12964
"002";1;7;"Southbound Burrard St @ Harwood St";49.277837;-123.131265
"002";1;8;"Westbound Cornwall Ave @ Cypress St";49.272539;-123.148302
"002";1;9;"Westbound Cornwall Ave @ Arbutus St";49.272608;-123.152989
"002";1;10;"Westbound Cornwall Ave @ Yew St";49.272645;-123.155439
"002";1;11;"Westbound Cornwall Ave @ Balsam St";49.272731;-123.160216
"002";1;12;"Westbound Cornwall Ave @ Trafalgar St";49.272795;-123.164773
"002";1;13;"Southbound Macdonald St @ W 1st Ave";49.270753;-123.168323
"002";1;14;"Southbound Macdonald St @ W 4th Ave";49.268064;-123.168411
"002";1;15;"Southbound Macdonald St @ W 6th Ave";49.266274;-123.168483
"002";1;16;"Southbound Macdonald St @ W Broadway";49.264268;-123.168373
"002";1;17;"Southbound Macdonald St @ W 11 Ave";49.261885;-123.16835
"002";1;18;"Southbound Macdonald St @ W 13 Ave";49.260158;-123.168427
"002";1;19;"Southbound Macdonald St @ W 16th Ave";49.258001;-123.168503
"002";1;20;"Southbound Macdonald St @ W 16 Ave";49.257261;-123.168508
"002";1;21;"Southbound Macdonald St @ W 21 Ave";49.253375;-123.16787
"002";1;22;"Southbound Macdonald St @ Alamein Ave";49.249795;-123.167932
"002";1;23;"Westbound W King Edward Ave @ Macdonald St";49.248646;-123.16864
"002";1;24;"Southbound Quesnel Dr @ W King Edward Ave";49.249603;-123.171914
"002";1;25;"Southbound Mackenzie St @ W 29 Ave";49.245848;-123.170308
"002";1;26;"Southbound Mackenzie St @ W 33 Ave";49.242027;-123.17035
"002";1;27;"Southbound Mackenzie St @ W 37 Ave";49.238254;-123.170377
"002";1;28;"Westbound W 41 Ave @ Mackenzie St";49.234822;-123.170847
"002";1;29;"Westbound W 41 Ave @ Carnarvon St";49.234826;-123.174148
"002";1;30;"Westbound W 41 Ave @ Blenheim St";49.234837;-123.179482
"002";1;31;"Westbound W 41 Ave @ Collingwood St";49.234842;-123.182673
"002";1;32;"Dunbar Loop @ Bay 2";49.234661;-123.185757
"003";0;1;"Marine Drive Station @ Bay 1";49.209087;-123.116823
"003";0;2;"Eastbound SW Marine Dr @ Manitoba St";49.212198;-123.109277
"003";0;3;"Eastbound SE Marine Dr @ Ontario St";49.21214;-123.106006
"003";0;4;"Northbound Main St @ SE Marine Dr";49.211565;-123.102035
"003";0;5;"Northbound Main St @ E 62 Ave";49.214623;-123.101909
"003";0;6;"Northbound Main St @ E 59 Ave";49.217015;-123.101819
"003";0;7;"Northbound Main St @ E 57 Ave";49.218788;-123.10174
"003";0;8;"Northbound Main St @ 54 Ave";49.22134;-123.101649
"003";0;9;"Northbound Main St @ E 51 Ave";49.223638;-123.101593
"003";0;10;"Northbound Main St @ E 49 Ave";49.225975;-123.10147
"003";0;11;"Northbound Main St @ E 46 Ave";49.228719;-123.101386
"003";0;12;"Northbound Main St @ E 43 Ave";49.231454;-123.101306
"003";0;13;"Northbound Main St @ E 41 Ave";49.233445;-123.101394
"003";0;14;"Northbound Main St @ E 39 Ave";49.235734;-123.101505
"003";0;15;"Northbound Main St @ E 36 Ave";49.23802;-123.101502
"003";0;16;"Northbound Main St @ E 33 Ave";49.241308;-123.101314
"003";0;17;"Northbound Main St @ E 30 Ave";49.243554;-123.101232
"003";0;18;"Northbound Main St @ E 28 Ave";49.245968;-123.101101
"003";0;19;"Northbound Main St @ E King Edward Ave";49.249121;-123.100891
"003";0;20;"Northbound Main St @ E 22 Ave";49.251452;-123.100866
"003";0;21;"Northbound Main St @ E 20 Ave";49.253226;-123.100763
"003";0;22;"Northbound Main St @ E 18 Ave";49.255006;-123.100984
"003";0;23;"Northbound Main St @ E 16 Ave";49.256943;-123.101068
"003";0;24;"Northbound Main St @ E 12 Ave";49.260528;-123.100888
"003";0;25;"Northbound Main St @ E Broadway";49.263233;-123.100792
"003";0;26;"Northbound Main St @ E 6th Ave";49.265339;-123.100685
"003";0;27;"Northbound Main St @ E 5th Ave";49.266719;-123.100662
"003";0;28;"Northbound Main St @ E 2nd Ave";49.269455;-123.100505
"003";0;29;"Main Street-Science World Station @ Bay 2";49.273395;-123.099831
"003";0;30;"Northbound Main St @ National Ave";49.275321;-123.099748
"003";0;31;"Northbound Main St @ E Georgia St";49.278968;-123.099607
"003";0;32;"Westbound E Hastings St @ Main St";49.28144;-123.1003
"003";0;33;"Westbound W Hastings St @ Carrall St";49.281733;-123.105366
"003";0;34;"Westbound W Hastings St @ Abbott St";49.282221;-123.108043
"003";0;35;"Westbound W Hastings St @ Hamilton St";49.283085;-123.110279
"003";0;36;"Westbound W Hastings St @ Richards St";49.284435;-123.112367
"003";0;37;"Waterfront Station @ Bay 3";49.284786;-123.111191
"003";1;1;"Waterfront Station @ Bay 3";49.284786;-123.111191
"003";1;2;"Eastbound W Cordova St @ Homer St";49.283719;-123.10959
"003";1;3;"Eastbound W Cordova St @ Carrall St";49.282442;-123.104634
"003";1;4;"Eastbound E Cordova St @ Columbia St";49.282264;-123.101644
"003";1;5;"Southbound Main St @ E Hastings St";49.28081;-123.099812
"003";1;6;"Southbound Main St @ Keefer St";49.279029;-123.099896
"003";1;7;"Southbound Main St @ National Ave";49.274506;-123.100141
"003";1;8;"Main Street-Science World Station @ Bay 1";49.273072;-123.100189
"003";1;9;"Southbound Main St @ Switchmen St";49.270621;-123.100821
"003";1;10;"Southbound Main St @ E 2nd Ave";49.268688;-123.100898
"003";1;11;"Southbound Main St @ E 5th Ave";49.265849;-123.100989
"003";1;12;"Southbound Main St @ E Broadway";49.262246;-123.101166
"003";1;13;"Southbound Main St @ E 12 Ave";49.259888;-123.10127
"003";1;14;"Southbound Main St @ E 14 Ave";49.258082;-123.101305
"003";1;15;"Southbound Main St @ E 16 Ave";49.256251;-123.101386
"003";1;16;"Southbound Main St @ E 18 Ave";49.254339;-123.100959
"003";1;17;"Southbound Main St @ E 20 Ave";49.252395;-123.101095
"003";1;18;"Southbound Main St @ E 22 Ave";49.250676;-123.101089
"003";1;19;"Southbound Main St @ E King Edward Ave";49.248466;-123.101194
"003";1;20;"Southbound Main St @ E 28 Ave";49.245403;-123.101378
"003";1;21;"Southbound Main St @ E 30 Ave";49.243003;-123.101498
"003";1;22;"Southbound Main St @ E 33 Ave";49.240211;-123.101629
"003";1;23;"Southbound Main St @ E 36 Ave";49.23788;-123.101715
"003";1;24;"Southbound Main St @ E 39 Ave";49.235131;-123.101698
"003";1;25;"Southbound Main St @ E 41 Ave";49.232735;-123.101636
"003";1;26;"Southbound Main St @ E 43 Ave";49.230612;-123.101591
"003";1;27;"Southbound Main St @ E 46 Ave";49.228145;-123.101625
"003";1;28;"Southbound Main St @ E 49 Ave";49.225333;-123.10178
"003";1;29;"Southbound Main St @ E 51 Ave";49.223508;-123.101804
"003";1;30;"Southbound Main St @ E 54 Ave";49.22075;-123.101949
"003";1;31;"Southbound Main St @ E 56 Ave";49.218969;-123.102003
"003";1;32;"Southbound Main St @ E 59 Ave";49.216491;-123.102076
"003";1;33;"Southbound Main St @ E 62 Ave";49.213842;-123.102217
"003";1;34;"Eastbound E 65 Ave @ Main St";49.211695;-123.101625
"003";1;35;"Westbound SE Marine Dr @ Main St";49.211487;-123.103003
"003";1;36;"Westbound SW Marine Dr @ Ontario St";49.212459;-123.107012
"003";1;37;"Westbound SW Marine Dr @ Manitoba St";49.212212;-123.110409
"003";1;38;"Marine Drive Station @ Bay 2";49.209383;-123.116116
"004";0;1;"UBC Exchange @ Bay 11";49.265923;-123.247364
"004";0;2;"Eastbound University Blvd @ Allison Rd";49.266827;-123.241849
"004";0;3;"Eastbound University Blvd @ Acadia Rd";49.266503;-123.237822
"004";0;4;"Eastbound University Blvd @ 5300 Block";49.265812;-123.236036
"004";0;5;"Eastbound University Blvd @ 5100 Block";49.263486;-123.229095
"004";0;6;"Northbound Blanca St @ W 10 Ave";49.264289;-123.215067
"004";0;7;"Eastbound W 4th Ave @ Blanca St";49.269015;-123.214363
"004";0;8;"Eastbound W 4th Ave @ Tolmie St";49.268974;-123.21149
"004";0;9;"Eastbound W 4th Ave @ Trimble St";49.268907;-123.2064
"004";0;10;"Eastbound W 4th Ave @ 4100 Block";49.268679;-123.197617
"004";0;11;"Eastbound W 4th Ave @ Wallace St";49.26852;-123.190183
"004";0;12;"Eastbound W 4th Ave @ Alma St";49.268538;-123.185205
"004";0;13;"Eastbound W 4th Ave @ Collingwood St";49.268471;-123.181214
"004";0;14;"Eastbound W 4th Ave @ Blenheim St";49.268415;-123.177316
"004";0;15;"Eastbound W 4th Ave @ Balaclava St";49.268359;-123.173351
"004";0;16;"Eastbound W 4th Ave @ Macdonald St";49.268274;-123.167779
"004";0;17;"Eastbound W 4th Ave @ Trafalgar St";49.268236;-123.164123
"004";0;18;"Eastbound W 4th Ave @ Balsam St";49.268188;-123.159306
"004";0;19;"Eastbound W 4th Ave @ Yew St";49.268111;-123.154472
"004";0;20;"Eastbound W 4th Ave @ Maple St";49.268032;-123.149796
"004";0;21;"Eastbound W 4th Ave @ Burrard St";49.26793;-123.144877
"004";0;22;"Eastbound W 4th Ave @ Fir St";49.267853;-123.140145
"004";0;23;"Westbound W 5th Ave @ Granville St";49.266843;-123.137905
"004";0;24;"Northbound Granville St @ Drake St";49.276487;-123.127092
"004";0;25;"Northbound Granville St @ Davie St";49.277584;-123.125372
"004";0;26;"Northbound Granville St @ Smithe St";49.280784;-123.120537
"004";0;27;"Northbound Granville St @ W Georgia St";49.282317;-123.118291
"004";0;28;"Northbound Granville St @ Dunsmuir St";49.283461;-123.116549
"004";0;29;"Northbound Granville St @ W Pender St";49.284493;-123.114994
"004";0;30;"Northbound Granville St @ W Hastings St";49.285553;-123.11335
"004";0;31;"Waterfront Station @ Bay 3";49.284786;-123.111191
"004";0;32;"Eastbound W Cordova St @ Homer St";49.283719;-123.10959
"004";0;33;"Eastbound W Cordova St @ Carrall St";49.282442;-123.104634
"004";0;34;"Eastbound E Cordova St @ Main St";49.282203;-123.098943
"004";0;35;"Eastbound E Cordova St @ Dunlevy Ave";49.282136;-123.094846
"004";0;36;"Eastbound E Cordova St @ Princess Ave";49.28206;-123.090836
"004";0;37;"Eastbound Cordova Diversion @ Hawks Ave";49.282079;-123.086623
"004";0;38;"Eastbound Powell St @ Glen Dr";49.282672;-123.081697
"004";0;39;"Eastbound Powell St @ Clark Dr";49.283029;-123.076625
"004";0;40;"Eastbound Powell St @ Commercial Dr";49.283885;-123.069837
"004";0;41;"Eastbound Powell St @ Victoria Dr";49.284771;-123.065065
"004";0;42;"Eastbound Dundas St @ Lakewood Dr";49.284754;-123.061245
"004";0;43;"Eastbound Dundas St @ Templeton Dr";49.284738;-123.059274
"004";0;44;"Northbound N Nanaimo St @ Dundas St";49.285176;-123.05639
"004";0;45;"Northbound N Nanaimo St @ Eton St";49.288013;-123.056367
"004";0;46;"Eastbound McGill St @ N Penticton St";49.288627;-123.051421
"004";0;47;"Eastbound McGill St @ N Slocan St";49.288617;-123.048823
"004";0;48;"Westbound Eton St @ N Renfrew St";49.287774;-123.044683
"004";1;1;"Westbound Eton St @ N Renfrew St";49.287774;-123.044683
"004";1;2;"Westbound McGill St @ N Kaslo St";49.28882;-123.047415
"004";1;3;"Westbound McGill St @ N Penticton St";49.288801;-123.052418
"004";1;4;"Southbound N Nanaimo St @ McGill St";49.288026;-123.05666
"004";1;5;"Southbound N Nanaimo St @ Cambridge St";49.286276;-123.056672
"004";1;6;"Westbound Dundas St @ N Garden Dr";49.284885;-123.057411
"004";1;7;"Westbound Dundas St @ N Templeton Dr";49.284871;-123.060143
"004";1;8;"Westbound Dundas St @ Wall St";49.284888;-123.063271
"004";1;9;"Westbound Powell St @ Victoria Dr";49.2848;-123.065973
"004";1;10;"Westbound Powell St @ Commercial Dr";49.283837;-123.070862
"004";1;11;"Westbound Powell St @ Clark Dr";49.283161;-123.076463
"004";1;12;"Westbound Powell St @ Glen Dr";49.282792;-123.081659
"004";1;13;"Westbound Powell St @ Hawks Ave";49.28303;-123.087522
"004";1;14;"Westbound Powell St @ Heatley Ave";49.28308;-123.090031
"004";1;15;"Westbound Powell St @ Jackson Ave";49.283146;-123.093725
"004";1;16;"Westbound Powell St @ Gore Ave";49.283223;-123.098134
"004";1;17;"Southbound Main St @ Powell St";49.282713;-123.099741
"004";1;18;"Southbound Main St @ E Hastings St";49.28081;-123.099812
"004";1;19;"Westbound E Pender St @ Main St";49.280463;-123.100688
"004";1;20;"Westbound W Pender St @ Carrall St";49.280707;-123.104998
"004";1;21;"Westbound W Pender St @ Abbott St";49.28129;-123.108213
"004";1;22;"Westbound W Pender St @ Hamilton St";49.282472;-123.11137
"004";1;23;"Westbound W Pender St @ Seymour St";49.283818;-123.113429
"004";1;24;"Southbound Granville St @ W Pender St";49.284039;-123.115939
"004";1;25;"Southbound Granville St @ W Georgia St";49.28266;-123.117951
"004";1;26;"Southbound Granville St @ Robson St";49.28172;-123.119373
"004";1;27;"Southbound Granville St @ Nelson St";49.278877;-123.123712
"004";1;28;"Southbound Granville St @ Davie St";49.276786;-123.126905
"004";1;29;"Southbound Granville St @ Drake St";49.275854;-123.128375
"004";1;30;"Westbound W 5th Ave Offramp @ Granville St";49.266915;-123.139663
"004";1;31;"Westbound W 4th Ave @ Fir St";49.268039;-123.141569
"004";1;32;"Westbound W 4th Ave @ Burrard St";49.268093;-123.14645
"004";1;33;"Westbound W 4th Ave @ Maple St";49.268169;-123.150944
"004";1;34;"Westbound W 4th Ave @ Yew St";49.268242;-123.155847
"004";1;35;"Westbound W 4th Ave @ Balsam St";49.26833;-123.160246
"004";1;36;"Westbound W 4th Ave @ Trafalgar St";49.268401;-123.164962
"004";1;37;"Westbound W 4th Ave @ Macdonald St";49.268459;-123.168863
"004";1;38;"Westbound W 4th Ave @ Balaclava St";49.268528;-123.174217
"004";1;39;"Westbound W 4th Ave @ Blenheim St";49.268578;-123.178075
"004";1;40;"Westbound W 4th Ave @ Collingwood St";49.268649;-123.182096
"004";1;41;"Westbound W 4th Ave @ Alma St";49.26871;-123.186254
"004";1;42;"Westbound W 4th Ave @ Wallace St";49.268794;-123.191056
"004";1;43;"Westbound W 4th Ave @ 4100 Block";49.268917;-123.197836
"004";1;44;"Westbound W 4th Ave @ NW Marine Dr";49.268604;-123.200584
"004";1;45;"Westbound W 4th Ave @ Trimble St";49.269028;-123.206426
"004";1;46;"Westbound W 4th Ave @ Sasamat St";49.269083;-123.209399
"004";1;47;"Southbound Blanca St @ W 4th Ave";49.268693;-123.215183
"004";1;48;"Blanca Loop @ Bay 2";49.265146;-123.215302
"004";1;49;"Westbound University Blvd @ Blanca St";49.264016;-123.215915
"004";1;50;"Westbound University Blvd @ 5100 Block";49.263693;-123.229837
"004";1;51;"Westbound University Blvd @ 5300 Block";49.265815;-123.235541
"004";1;52;"Westbound University Blvd @ Acadia Rd";49.267024;-123.239311
"004";1;53;"Westbound University Blvd @ Allison Rd";49.266846;-123.24331
"004";1;54;"UBC Exchange @ Bay 11";49.265923;-123.247364
"005";0;1;"Westbound Davie St @ Denman St";49.287084;-123.141411
"005";0;2;"Northbound Denman St @ Comox St";49.288812;-123.139345
"005";0;3;"Northbound Denman St @ Haro St";49.290911;-123.136163
"005";0;4;"Eastbound Robson St @ Bidwell St";49.29023;-123.133644
"005";0;5;"Eastbound Robson St @ Cardero St";49.2892;-123.132046
"005";0;6;"Eastbound Robson St @ Broughton St";49.287679;-123.129709
"005";0;7;"Eastbound Robson St @ Bute St";49.286155;-123.12731
"005";0;8;"Northbound Burrard St @ Robson St";49.283593;-123.12214
"005";0;9;"Burrard Station @ Bay 7";49.284688;-123.120503
"005";0;10;"Eastbound W Pender St @ Burrard St";49.286121;-123.117245
"005";0;11;"Eastbound W Pender St @ Granville St";49.284791;-123.115231
"005";0;12;"Eastbound W Pender St @ Seymour St";49.283753;-123.113589
"005";0;13;"Eastbound W Pender St @ Hamilton St";49.281799;-123.110618
"005";0;14;"Southbound Cambie St @ Dunsmuir St";49.280808;-123.111146
"005";1;1;"Southbound Richards St @ W Hastings St";49.283796;-123.11242
"005";1;2;"Westbound W Pender St @ Seymour St";49.283818;-123.113429
"005";1;3;"Westbound W Pender St @ Howe St";49.285239;-123.115602
"005";1;4;"Burrard Station @ Bay 1";49.285306;-123.119982
"005";1;5;"Westbound Robson St @ Burrard St";49.283556;-123.123086
"005";1;6;"Westbound Robson St @ Bute St";49.28586;-123.126674
"005";1;7;"Westbound Robson St @ Broughton St";49.288152;-123.130152
"005";1;8;"Westbound Robson St @ Cardero St";49.289693;-123.132542
"005";1;9;"Southbound Denman St @ Robson St";49.29124;-123.135926
"005";1;10;"Southbound Denman St @ Barclay St";49.289924;-123.137908
"005";1;11;"Southbound Denman St @ Comox St";49.288522;-123.140021
"005";1;12;"Southbound Denman St @ Pendrell St";49.287773;-123.141166
"005";1;13;"Eastbound Davie St @ Denman St";49.286705;-123.141124
"006";0;1;"Eastbound Davie St @ Denman St";49.286705;-123.141124
"006";0;2;"Eastbound Davie St @ Cardero St";49.285009;-123.13847
"006";0;3;"Eastbound Davie St @ Nicola St";49.284219;-123.13726
"006";0;4;"Eastbound Davie St @ Broughton St";49.283478;-123.136106
"006";0;5;"Eastbound Davie St @ Jervis St";49.282579;-123.13477
"006";0;6;"Eastbound Davie St @ Bute St";49.28144;-123.132973
"006";0;7;"Eastbound Davie St @ Thurlow St";49.280147;-123.13096
"006";0;8;"Eastbound Davie St @ Burrard St";49.278793;-123.128901
"006";0;9;"Eastbound Davie St @ Howe St";49.27755;-123.126971
"006";0;10;"Eastbound Davie St @ Granville St";49.276918;-123.125976
"006";0;11;"Eastbound Davie St @ Richards St";49.275982;-123.124529
"006";0;12;"Yaletown-Roundhouse Station @ Bay 2";49.274278;-123.121876
"006";0;13;"Northbound Cambie St @ Nelson St";49.276256;-123.117748
"006";0;14;"Northbound Cambie St @ Robson St";49.278318;-123.114655
"006";0;15;"Northbound Cambie St @ Dunsmuir St";49.280182;-123.111842
"006";1;1;"Westbound Davie St @ Howe St";49.278073;-123.127493
"006";1;2;"Westbound Davie St @ Burrard St";49.279449;-123.129617
"006";1;3;"Westbound Davie St @ Thurlow St";49.280756;-123.131638
"006";1;4;"Westbound Davie St @ Bute St";49.282009;-123.133574
"006";1;5;"Westbound Davie St @ Jervis St";49.283006;-123.135121
"006";1;6;"Westbound Davie St @ Broughton St";49.283898;-123.136507
"006";1;7;"Westbound Davie St @ Cardero St";49.28546;-123.138909
"006";1;8;"Westbound Davie St @ Denman St";49.287084;-123.141411
"007";0;1;"Dunbar Loop @ Bay 2";49.234661;-123.185757
"007";0;2;"Dunbar Loop @ Bay 6";49.235129;-123.185234
"007";0;3;"Northbound Dunbar St @ W 39 Ave";49.236747;-123.185216
"007";0;4;"Northbound Dunbar St @ W 38 Ave";49.238307;-123.185208
"007";0;5;"Northbound Dunbar St @ W 36 Ave";49.239851;-123.185157
"007";0;6;"Northbound Dunbar St @ W 34 Ave";49.241702;-123.185172
"007";0;7;"Northbound Dunbar St @ W 31 Ave";49.244597;-123.185135
"007";0;8;"Northbound Dunbar St @ W 30 Ave";49.245532;-123.185125
"007";0;9;"Northbound Dunbar St @ W 28 Ave";49.247382;-123.185094
"007";0;10;"Northbound Dunbar St @ W King Edward Ave";49.250494;-123.185062
"007";0;11;"Northbound Dunbar St @ W 22 Ave";49.253177;-123.18504
"007";0;12;"Northbound Dunbar St @ W 18 Ave";49.256842;-123.185013
"007";0;13;"Northbound Dunbar Diversion @ W 14 Ave";49.260126;-123.184213
"007";0;14;"Northbound Alma St @ W 12 Ave";49.261926;-123.185815
"007";0;15;"Northbound Alma St @ W 10 Ave";49.263872;-123.185744
"007";0;16;"Northbound Alma St @ W 7th Ave";49.266385;-123.185659
"007";0;17;"Eastbound W 4th Ave @ Alma St";49.268538;-123.185205
"007";0;18;"Eastbound W 4th Ave @ Collingwood St";49.268471;-123.181214
"007";0;19;"Eastbound W 4th Ave @ Blenheim St";49.268415;-123.177316
"007";0;20;"Eastbound W 4th Ave @ Balaclava St";49.268359;-123.173351
"007";0;21;"Eastbound W 4th Ave @ Macdonald St";49.268274;-123.167779
"007";0;22;"Eastbound W 4th Ave @ Trafalgar St";49.268236;-123.164123
"007";0;23;"Eastbound W 4th Ave @ Balsam St";49.268188;-123.159306
"007";0;24;"Eastbound W 4th Ave @ Yew St";49.268111;-123.154472
"007";0;25;"Eastbound W 4th Ave @ Maple St";49.268032;-123.149796
"007";0;26;"Eastbound W 4th Ave @ Burrard St";49.26793;-123.144877
"007";0;27;"Eastbound W 4th Ave @ Fir St";49.267853;-123.140145
"007";0;28;"Westbound W 5th Ave @ Granville St";49.266843;-123.137905
"007";0;29;"Northbound Granville St @ Drake St";49.276487;-123.127092
"007";0;30;"Northbound Granville St @ Davie St";49.277584;-123.125372
"007";0;31;"Northbound Granville St @ Smithe St";49.280784;-123.120537
"007";0;32;"Northbound Granville St @ W Georgia St";49.282317;-123.118291
"007";0;33;"Northbound Granville St @ Dunsmuir St";49.283461;-123.116549
"007";0;34;"Northbound Granville St @ W Pender St";49.284493;-123.114994
"007";0;35;"Northbound Granville St @ W Hastings St";49.285553;-123.11335
"007";0;36;"Waterfront Station @ Bay 3";49.284786;-123.111191
"007";0;37;"Eastbound W Cordova St @ Homer St";49.283719;-123.10959
"007";0;38;"Eastbound W Cordova St @ Carrall St";49.282442;-123.104634
"007";0;39;"Eastbound E Cordova St @ Main St";49.282203;-123.098943
"007";0;40;"Eastbound E Cordova St @ Dunlevy Ave";49.282136;-123.094846
"007";0;41;"Eastbound E Cordova St @ Princess Ave";49.28206;-123.090836
"007";0;42;"Eastbound Cordova Diversion @ Hawks Ave";49.282079;-123.086623
"007";0;43;"Eastbound Powell St @ Glen Dr";49.282672;-123.081697
"007";0;44;"Eastbound Powell St @ Clark Dr";49.283029;-123.076625
"007";0;45;"Eastbound Powell St @ Commercial Dr";49.283885;-123.069837
"007";0;46;"Eastbound Powell St @ Victoria Dr";49.284771;-123.065065
"007";0;47;"Eastbound Dundas St @ Lakewood Dr";49.284754;-123.061245
"007";0;48;"Eastbound Dundas St @ Templeton Dr";49.284738;-123.059274
"007";0;49;"Southbound Nanaimo St @ Dundas St";49.284388;-123.05668
"007";0;50;"Southbound Nanaimo St @ E Hastings St";49.280782;-123.056725
"007";0;51;"Southbound Nanaimo St @ Adanac St";49.277149;-123.056711
"007";0;52;"Southbound Nanaimo St @ William St";49.27362;-123.056724
"007";0;53;"Southbound Nanaimo St @ E 1st Ave";49.269138;-123.05673
"007";0;54;"Southbound Nanaimo St @ E 3rd Ave";49.267362;-123.056744
"007";0;55;"Southbound Nanaimo St @ E 5th Ave";49.265535;-123.056743
"007";0;56;"Southbound Nanaimo St @ E Broadway";49.261831;-123.056764
"007";0;57;"Southbound Nanaimo St @ Grandview Hwy";49.257321;-123.056751
"007";0;58;"Southbound Nanaimo St @ E 17 Ave";49.254756;-123.056762
"007";0;59;"Southbound Nanaimo St @ E 20 Ave";49.252026;-123.056768
"007";0;60;"Southbound Nanaimo St @ E 22 Ave";49.250206;-123.056793
"007";0;61;"Nanaimo Station @ Bay 3";49.248412;-123.055476
"007";1;1;"Nanaimo Station @ Bay 3";49.248412;-123.055476
"007";1;2;"Northbound Nanaimo St @ E 22 Ave";49.251051;-123.056489
"007";1;3;"Northbound Nanaimo St @ E 20 Ave";49.252691;-123.056482
"007";1;4;"Northbound Nanaimo St @ E 17 Ave";49.255356;-123.056484
"007";1;5;"Northbound Nanaimo St @ S Grandview Hwy";49.257382;-123.056473
"007";1;6;"Northbound Nanaimo St @ E 11 Ave";49.260339;-123.056471
"007";1;7;"Northbound Nanaimo St @ E Broadway";49.262477;-123.056433
"007";1;8;"Northbound Nanaimo St @ E 6th Ave";49.265123;-123.056462
"007";1;9;"Northbound Nanaimo St @ E 4th Ave";49.266968;-123.056457
"007";1;10;"Northbound Nanaimo St @ E 1st Ave";49.269899;-123.05646
"007";1;11;"Northbound Nanaimo St @ Charles St";49.273616;-123.056442
"007";1;12;"Northbound Nanaimo St @ Adanac St";49.277801;-123.056428
"007";1;13;"Northbound Nanaimo St @ E Hastings St";49.281413;-123.056378
"007";1;14;"Westbound Dundas St @ N Garden Dr";49.284885;-123.057411
"007";1;15;"Westbound Dundas St @ N Templeton Dr";49.284871;-123.060143
"007";1;16;"Westbound Dundas St @ Wall St";49.284888;-123.063271
"007";1;17;"Westbound Powell St @ Victoria Dr";49.2848;-123.065973
"007";1;18;"Westbound Powell St @ Commercial Dr";49.283837;-123.070862
"007";1;19;"Westbound Powell St @ Clark Dr";49.283161;-123.076463
"007";1;20;"Westbound Powell St @ Glen Dr";49.282792;-123.081659
"007";1;21;"Westbound Powell St @ Hawks Ave";49.28303;-123.087522
"007";1;22;"Westbound Powell St @ Heatley Ave";49.28308;-123.090031
"007";1;23;"Westbound Powell St @ Jackson Ave";49.283146;-123.093725
"007";1;24;"Westbound Powell St @ Gore Ave";49.283223;-123.098134
